3619,17,0,0
3621,2,0,0
3623,2,0,0
3625,2,0,0
3626,2,0,0
3633,11,0,0
3639,1,0,0
3643,24,0,0
3646,11,0,0
3647,13,0,0
3650,11,0,0
3652,18,0,0
3653,1,0,0
3655,3,0,0
3658,1,0,0
3660,27,0,0
3662,1,0,0
3663,1,0,0
3664,1,0,0
3666,5,0,0
3695,3,0,0
3708,2,0,0
3709,1,0,0
3711,1,0,0
3715,3,0,0
3719,11,0,0
3753,25,0,0
3765,15,0,0
3776,27,0,0
3777,11,0,0
3778,1,0,0
3784,3,0,0
3792,22,0,0
3794,13,0,0
3795,24,0,0
3804,3,0,0
3806,1,0,0
3810,19,0,0
3811,5,0,0
3814,55,0,0
3917,2,0,0
3918,1,0,0
3925,11,0,0
3926,1,0,0
3928,15,0,0
3938,11,0,0
3939,26,0,0
3940,1,0,0
3943,11,0,0
3945,19,0,0
3946,1,0,0
3947,13,0,0
3948,11,0,0
3950,15,0,0
3951,3,0,0
3953,28,0,0
3957,13,0,0
3958,1,0,0
3961,18,0,0
3974,17,0,0
3975,17,0,0
3976,17,0,0
3979,1,0,0
3987,32,0,0
3992,20,0,0
3993,32,0,0
3994,32,0,0
3996,17,0,0
3997,17,0,0
3998,17,0,0
3999,17,0,0
4005,11,0,0
4008,55,0,0
4010,24,0,0
4011,1,0,0
4012,30,0,0
4016,3,0,0
4020,13,0,0
4026,26,0,0
4031,11,0,0
4035,22,0,0
4040,27,0,0
4044,1,0,0
4045,15,0,0
4048,3,0,0
4052,26,0,0
4053,25,0,0
4055,13,0,0
4057,11,0,0
4058,30,0,0
4060,20,0,0
4062,15,0,0
4067,55,0,0
4069,25,0,0
4070,18,0,0
4073,33,0,0
4075,28,0,0
4080,1,0,0
4083,11,0,0
4084,24,0,0
4085,3,0,0
4091,13,0,0
4095,1,0,0
4101,24,0,0
4103,11,0,0
4104,13,0,0
4106,1,0,0
4107,55,0,0
4128,1,0,0
4129,1,0,0
4133,28,0,0
4136,30,0,0
4143,13,0,0
4144,25,0,0
4146,26,0,0
4148,33,0,0
4149,11,0,0
4155,1,0,0
4159,20,0,0
4161,15,0,0
4166,24,0,0
4169,13,0,0
4174,28,0,0
4176,18,0,0
4182,25,0,0
4184,32,0,0
4188,27,0,0
4191,20,0,0
4195,11,0,0
4196,26,0,0
4197,3,0,0
4200,26,0,0
4201,24,0,0
4202,13,0,0
4205,22,0,0
4206,18,0,0
4208,13,0,0
4209,20,0,0
4210,1,0,0
4211,28,0,0
4212,32,0,0
4213,33,0,0
4221,1,0,0
4222,1,0,0
4227,11,0,0
4235,3,0,0
4236,1,0,0
4241,13,0,0
4242,20,0,0
4244,22,0,0
4245,24,0,0
4248,3,0,0
4249,28,0,0
4252,33,0,0
4255,1,0,0
4256,15,0,0
4257,11,0,0
4258,25,0,0
4259,13,0,0
4261,26,0,0
4266,22,0,0
4269,27,0,0
4270,13,0,0
4271,30,0,0
4273,1,0,0
4275,26,0,0
4279,11,0,0
4281,28,0,0
4282,15,0,0
4284,26,0,0
4285,13,0,0
4287,20,0,0
4292,25,0,0
4293,55,0,0
4296,4,0,0
4297,3,0,0
4298,1,0,0
4300,27,0,0
4301,26,0,0
4302,24,0,0
4303,22,0,0
4307,20,0,0
4308,11,0,0
4309,13,0,0
4310,15,0,0
4315,3,0,0
4322,26,0,0
4323,13,0,0
4325,20,0,0
4326,18,0,0
4330,20,0,0
4334,13,0,0
4336,22,0,0
4337,1,0,0
4338,11,0,0
4340,27,0,0
4341,3,0,0
4342,15,0,0
4347,26,0,0
4349,25,0,0
4357,1,0,0
4362,13,0,0
4363,30,0,0
4365,27,0,0
4370,24,0,0
4379,11,0,0
4380,3,0,0
4383,17,0,0
4384,20,0,0
4387,25,0,0
4388,22,0,0
4396,15,0,0
4400,26,0,1
4405,27,0,0
4406,1,0,0
4407,13,0,0
4415,30,0,0
4416,13,0,0
4419,16,0,0
4421,15,0,0
4423,18,0,0
4424,26,0,0
4425,3,0,0
4430,25,0,0
4431,33,0,0
4433,11,0,0
4435,27,0,0
4436,20,0,0
4437,15,0,0
4438,28,0,0
4442,22,0,0
4445,30,0,0
4449,32,0,0
4457,55,0,0
4460,1,0,0
4462,26,0,0
4470,55,0,0
4471,27,0,0
4473,3,0,0
4475,11,0,0
4476,11,0,0
4477,18,0,0
4487,18,0,0
4488,18,0,0
4489,11,0,0
4492,27,0,0
4502,18,0,0
4505,26,0,0
4507,1,0,0
4508,24,0,0
4510,26,0,0
4514,11,0,0
4515,15,0,0
4520,13,0,0
4522,25,0,0
4524,27,0,0
4527,3,0,0
4528,1,0,0
4531,12,0,0
4536,11,0,0
4537,20,0,0
4538,15,0,0
4546,13,0,0
4547,26,0,0
4551,25,0,0
4554,27,0,0
4558,20,0,0
4559,30,0,0
4560,1,0,0
4567,13,0,0
4574,11,0,0
4576,1,0,0
4585,27,0,0
